image,category,mode,sharpness_before,sharpness_after,contrast_before,contrast_after,quality_before,quality_after,confidence_before,confidence_after,confidence_delta
data/eval/noise_ISIC_0032673.jpg,noise,No Enhancement,3754.376612463704,3754.376612463704,32.8256011043304,32.8256011043304,79.84768033129912,79.84768033129912,0.9332118630409241,0.9332118630409241,0.0
data/eval/noise_ISIC_0033572.jpg,noise,No Enhancement,3786.8214159406857,3786.8214159406857,37.21250456009608,37.21250456009608,81.16375136802881,81.16375136802881,0.8774543404579163,0.8774543404579163,0.0
data/eval/noise_ISIC_0034043.jpg,noise,No Enhancement,3766.444098938766,3766.444098938766,27.414777332503125,27.414777332503125,78.22443319975093,78.22443319975093,0.862616777420044,0.862616777420044,0.0
data/eval/noise_ISIC_0033718.jpg,noise,No Enhancement,3743.950556957147,3743.950556957147,44.42772721416405,44.42772721416405,83.32831816424921,83.32831816424921,0.9360060691833496,0.9360060691833496,0.0
data/eval/noise_ISIC_0034301.jpg,noise,No Enhancement,3630.6782241924693,3630.6782241924693,45.748423182181405,45.748423182181405,83.72452695465442,83.72452695465442,0.999484658241272,0.999484658241272,0.0
data/eval/noise_ISIC_0033996.jpg,noise,No Enhancement,3761.9580084014265,3761.9580084014265,21.595150676492114,21.595150676492114,76.47854520294763,76.47854520294763,0.9934942126274109,0.9934942126274109,0.0
data/eval/noise_ISIC_0031823.jpg,noise,No Enhancement,3788.774044205432,3788.774044205432,22.466128163821136,22.466128163821136,76.73983844914633,76.73983844914633,0.7859299182891846,0.7859299182891846,0.0
data/eval/noise_ISIC_0033594.jpg,noise,No Enhancement,3807.5491929721675,3807.5491929721675,37.138226041639044,37.138226041639044,81.14146781249171,81.14146781249171,0.45433804392814636,0.45433804392814636,0.0
data/eval/noise_ISIC_0031860.jpg,noise,No Enhancement,3532.652558268519,3532.652558268519,25.55390780514508,25.55390780514508,77.66617234154351,77.66617234154351,0.9987653493881226,0.9987653493881226,0.0
data/eval/noise_ISIC_0033574.jpg,noise,No Enhancement,3737.217354449163,3737.217354449163,36.09280489008711,36.09280489008711,80.82784146702613,80.82784146702613,0.9654818177223206,0.9654818177223206,0.0
